,Song,1
21668,What A Fool I've Been,0
21669,What A Girl Wants,2
21670,What A Guy,0
21671,"What A Man, My Man Is",0
21672,What A Party,0
21673,What A Price,0
21674,What A Price To Pay,0
21675,What A Shame,0
21676,What A Surprise,0
21677,What A Sweet Thing That Was,0
21678,What A Walk,0
21679,What A Woman In Love Won't Do,0
21680,What A Wonderful Thing We Have,0
21681,What A Wonderful World,0
21682,What About Love,0
21683,What About Love?,0
21684,What About Me,0
21685,What About Me?,0
21686,What About Now,0
21687,What About Us,0
21688,What About Us?,0
21689,What About Your Friends,0
21690,What Am I Crying For?,0
21691,What Am I Going To Do Without Your Love,0
21692,What Am I Gonna Do,0
21693,What Am I Gonna Do (I'm So In Love With You),0
21694,What Am I Gonna Do With You,0
21695,What Am I Living For,0
21696,What Am I Supposed To Do,0
21697,What Are Boys Made Of,0
21698,What Are We Doin' In Love,0
21699,What Are We Going To Do?,0
21700,What Are Words,0
21701,What Are You Doing Sunday,0
21702,What Are You Doing With A Fool Like Me,0
21703,What Are You So Afraid Of,0
21704,What Becomes Of The Brokenhearted,0
21705,What Can I Do For You?,0
21706,What Can I Do With This Broken Heart,0
21707,What Can I Say,0
21708,What Can You Get A Wookiee For Christmas (When He Already Owns A Comb?),0
21709,What Cha Gonna Do With My Lovin',0
21710,What Cha' Gonna Do For Me,0
21711,What Color (Is A Man),0
21712,What Comes Naturally,0
21713,What Did Daddy Do,0
21714,What Do All The People Know,0
21715,What Do I Care,0
21716,What Do I Know?,0
21717,What Do Ya Think About That,0
21718,What Do You Mean?,1
21719,What Do You Say,0
21720,What Do You Say To That,0
21721,What Do You Want,0
21722,What Do You Want With Me,0
21723,What Do You Want?,0
21724,What Does A Girl Do?,0
21725,What Does It Take,0
21726,What Does It Take (To Win Your Love),0
21727,What Doesn't Kill You (Stronger),0
21728,What Goes Around Comes Around,0
21729,What Goes Around...Comes Around,1
21730,What Goes On,0
21731,What Goes Up,0
21732,What Goes Up (Must Come Down),0
21733,What Good Am I Without You,0
21734,What Happened To That Boy,0
21735,What Have I Done To Deserve This?,0
21736,What Have I Got Of My Own,0
21737,What Have They Done To The Rain,0
21738,What Have You Done For Me Lately,0
21739,What Hurts The Most,0
21740,What I Am,0
21741,What I Did For Love,0
21742,What I Didn't Know,0
21743,What I Do,0
21744,What I Like About You,0
21745,What I Need,0
21746,What I Need To Do,0
21747,What I Really Meant To Say,0
21748,What I've Been Looking For,0
21749,What I've Been Looking For (Reprise),0
21750,What I've Done,0
21751,What If,0
21752,What If (I Said I Love You),0
21753,What If A Woman,0
21754,What If I Never Get Over You,0
21755,What If I Said,0
21756,What If It All Goes Right,0
21757,What If She's An Angel,0
21758,What Ifs,0
21759,What In The World's Come Over You,0
21760,What Is A Man,0
21761,What Is Hip?,0
21762,What Is It,0
21763,What Is Life,0
21764,What Is Love,0
21765,What Is Love?,0
21766,What Is Truth,0
21767,What It Comes Down To,0
21768,What It Feels Like For A Girl,0
21769,What It Is,0
21770,What It Takes,0
21771,What It's Like,0
21772,What Kind Of Fool,0
21773,What Kind Of Fool (Do You Think I Am),0
21774,What Kind Of Fool Am I,0
21775,What Kind Of Fool Am I?,0
21776,What Kind Of Fool Do You Think I Am,0
21777,What Kind Of Love Is This,0
21778,What Kind Of Man,0
21779,What Kind Of Man Would I Be,0
21780,What Kind Of Man Would I Be?,0
21781,What Kinda Gone,0
21782,What Little Girl,0
21783,What Love Is,0
21784,What Lovers Do,0
21785,What Makes You Beautiful,0
21786,What Makes You Country,0
21787,What Mattered Most,0
21788,What Means The World To You,0
21789,What Might Have Been,0
21790,What My Baby Needs Now Is A Little More Lovin',0
21791,What Now,0
21792,What Now My Love,0
21793,What She Does To Me (The Diana Song),0
21794,What The Big Girls Do,0
21795,What The Hell,0
21796,What The Water Gave Me,0
21797,What The World Needs,0
21798,What The World Needs Now Is Love,0
21799,"What The World Needs Now Is Love/Abraham, Martin and John",0
21800,What Them Girls Like,0
21801,What They Do,0
21802,What They Want,0
21803,What Time Is It,0
21804,What Time Is It?,0
21805,What Time Is Love?,0
21806,What Time Of Day,0
21807,What To Do With Laurie,0
21808,What U Gon' Do,0
21809,What U See Is What U Get,0
21810,"What Up, What's Haapnin'",0
21811,What Was I Thinkin',0
21812,What We Ain't Got,0
21813,What We Do,0
21814,What Will I Do,0
21815,What Will I Tell My Heart,0
21816,What Will My Mary Say,0
21817,What Would Happen,0
21818,What Would I Do,0
21819,What Would Meek Do?,0
21820,What Would The Children Think,0
21821,What Would You Do?,0
21822,What Ya Want,0
21823,What You Do To Me,0
21824,What You Don't Know,0
21825,What You Gave Me,0
21826,What You Get Is What You See,0
21827,What You Give,0
21828,What You Got,0
21829,What You Know,0
21830,What You Need,0
21831,What You See Is What You Get,0
21832,What You Waiting For?,0
21833,What You Want,0
21834,What You Won't Do For Love,0
21835,What You're Missing,0
21836,What'Chu Like,0
21837,What'd I Say,0
21838,What'd I Say (Part 1),0
21839,What'd I Say (Part I & II),0
21840,What'd You Come Here For?,0
21841,What's A Guy Gotta Do,0
21842,What's A Matter Baby,0
21843,What's A Matter Baby (Is It Hurting You),0
21844,What's Easy For Two Is So Hard For One,0
21845,What's Forever For,0
21846,What's Free,0
21847,What's Going On,0
21848,What's Gonna Happen When Summer's Done,0
21849,What's Good,0
21850,What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,0
21851,What's Happening,0
21852,What's He Doing In My World,0
21853,What's It Gonna Be,0
21854,What's It Gonna Be?!,0
21855,What's It Like,0
21856,What's It To You,0
21857,What's Left Of Me,0
21858,What's Love Got To Do With It,3
21859,"What's Love Got To Do With It (From ""Supercop"")",0
21860,What's Luv?,0
21861,What's Made Milwaukee Famous (Has Made A Loser Out Of Me),0
21862,What's My Age Again?,0
21863,What's My Name,0
21864,What's My Name?,1
21865,What's New,0
21866,What's New Pussycat?,0
21867,What's On Tonight,0
21868,What's On Your Mind (Pure Energy),0
21869,What's She Got,0
21870,What's So Different,0
21871,What's So Good About Good-by,0
21872,What's Stopping You,0
21873,"What's The Frequency, Kenneth?",0
21874,What's The Matter Here?,0
21875,What's The Matter With You Baby,0
21876,What's The Name Of This Funk (spider Man),0
21877,What's The Reason,0
21878,What's The Use Of Breaking Up,0
21879,What's Too Much,0
21880,What's Up,0
21881,What's Up Doc? (Can We Rock),0
21882,What's Wrong With Them,0
21883,What's Your Fantasy,0
21884,What's Your Hurry Darlin',0
21885,What's Your Mama's Name,0
21886,What's Your Name,0
21887,"What's Your Name, What's Your Number",0
21888,What've I Done (To Make You Mad),0
21889,Whataya Want From Me,0
21890,Whatcha Gone Do?,0
21891,Whatcha Gonna Do,0
21892,Whatcha Gonna Do With My Lovin',0
21893,Whatcha Gonna Do?,0
21894,Whatcha Say,1
21895,Whatcha See Is Whatcha Get,0
21896,Whatcha Wanna Do?,0
21897,Whatcha' Gonna Do,0
21898,Whatchulookinat,0
21899,Whateva Man,0
21900,Whatever,0
21901,Whatever Gets You Thru The Night,1
21902,Whatever Happened To Benny Santini?,0
21903,Whatever Happened To Old Fashioned Love,0
21904,Whatever It Is,0
21905,Whatever It Takes,0
21906,Whatever It Takes (To Make You Stay),0
21907,Whatever She's Got,0
21908,Whatever Turns You On,0
21909,Whatever U Want,0
21910,Whatever You Decide,0
21911,"Whatever You Got, I Want",0
21912,Whatever You Like,7
21913,Whatever You Need,0
21914,Whatever You Say,0
21915,Whatever You Want,0
21916,Whats Happnin!,0
21917,Whatta Man,0
21918,Whatuon,0
21919,Wheel In The Sky,0
21920,Wheel Of Fortune,0
21921,Wheels,0
21922,Wheels Of Fortune,0
21923,Wheels Of Life,0
21924,When,0
21925,When A Boy Falls In Love,0
21926,When A Child Is Born,0
21927,When A Man Loves A Woman,3
21928,When A Woman Loves,0
21929,When A Woman Loves A Man,0
21930,When A Woman's Fed Up,0
21931,When All Is Said And Done,0
21932,When Boy Meets Girl,0
21933,When Can I See You,0
21934,When Doves Cry,5
21935,When God-Fearin' Women Get The Blues,0
21936,When He Shines,0
21937,When He Touches Me (Nothing Else Matters),0
21938,When I Close My Eyes,0
21939,When I Die,0
21940,When I Dream,0
21941,When I Dream Of You,0
21942,When I Fall In Love,0
21943,"When I Fall In Love (From ""Sleepless In Seattle"")",0
21944,When I Fall In Love/Are You Lonesome Tonight,0
21945,When I Get Thru With You (You'll Love Me Too),0
21946,When I Get Where I'm Going,0
21947,When I Get You Alone,0
21948,When I Give My Love,0
21949,When I Grow Too Old To Dream,0
21950,When I Grow Up,0
21951,When I Grow Up (To Be A Man),0
21952,When I Look At You,0
21953,When I Look Into Your Eyes,0
21954,When I Look To The Sky,0
21955,When I Looked At Him,0
21956,When I Need You,1
21957,When I Said I Do,0
21958,When I See This Bar,0
21959,When I See U,0
21960,When I See You Smile,2
21961,When I Think About Angels,0
21962,When I Think About Cheatin',0
21963,When I Think Of You,2
21964,When I Wanted You,0
21965,When I Was Young,0
21966,When I Was Your Man,1
21967,When I'm Back On My Feet Again,0
21968,When I'm Dead And Gone,0
21969,When I'm Gone,0
21970,When I'm Holding You Tight,0
21971,When I'm With You,1
21972,When It Hurts,0
21973,When It Rains It Pours,0
21974,When It's Love,0
21975,When It's Over,0
21976,When Joanna Loved Me,0
21977,When Julie Comes Around,0
21978,When Liking Turns To Loving,0
21979,When Love & Hate Collide,0
21980,When Love Comes To Town,0
21981,When Love Cries,0
21982,When Love Has Gone Away,0
21983,When Love Is New,0
21984,When Love Slips Away,0
21985,When Love Starts Talkin',0
21986,When Love Takes Over,0
21987,When My Little Girl Is Smiling,0
21988,When She Cries,0
21989,When She Dances,0
21990,When She Says Baby,0
21991,When She Was My Girl,0
21992,When Smokey Sings,0
21993,When Somebody Loves You,0
21994,When Something Is Wrong With My Baby,0
21995,When The Boy In Your Arms (Is The Boy In Your Heart),0
21996,When The Boy's Happy (The Girl's Happy Too),0
21997,When The Boys Get Together,0
21998,When The Children Cry,0
21999,When The Feeling Comes Around,0
22000,"When The Going Gets Tough, The Tough Get Going",0
22001,When The Good Sun Shines,0
22002,When The Heart Rules The Mind,0
22003,When The Lady Smiles,0
22004,When The Last Time,0
22005,When The Lights Go Out,0
22006,When The Lovelight Starts Shining Through His Eyes,0
22007,When The Morning Comes,0
22008,When The Night Comes,0
22009,When The Party Is Over,0
22010,When The Party's Over,0
22011,When The Radio Is On,0
22012,When The Rain Begins To Fall,0
22013,When The Rain Comes Down,0
22014,When The Saints Go Marching In,0
22015,When The Ship Comes In,0
22016,When The Snow Is On The Roses,0
22017,When The Stars Go Blue,0
22018,When The Sun Goes Down,0
22019,When There Was Me And You,0
22020,When There's No You,0
22021,When Things Go Wrong,0
22022,When Tomorrow Comes,0
22023,When We,0
22024,When We Dance,0
22025,When We Get Married,0
22026,When We Kiss,0
22027,When We Make Love,0
22028,When We Stand Together,0
22029,When We Was Fab,0
22030,When We Were Young,0
22031,When Will I Be Famous?,0
22032,When Will I Be Loved,0
22033,When Will I Know,0
22034,When Will I See You Again,0
22035,When Will I See You Smile Again?,0
22036,When You Believe,0
22037,When You Close Your Eyes,0
22038,When You Dance,0
22039,When You Dance I Can Really Love,0
22040,When You Feel Love,0
22041,When You Get Right Down To It,0
22042,When You Lie Next To Me,0
22043,When You Look Me In The Eyes,0
22044,When You Love A Woman,0
22045,When You Loved Me,0
22046,When You Need My Love,0
22047,When You Say Love,0
22048,When You Say Nothing At All,0
22049,When You Talk About Love,0
22050,When You Tell Me That You Love Me,0
22051,When You Walk In The Room,0
22052,When You Were Mine,0
22053,When You Were Young,0
22054,When You Wish Upon A Star,0
22055,When You're #1,0
22056,When You're Gone,0
22057,When You're Gone/Free To Decide,0
22058,"When You're Hot, You're Hot",0
22059,When You're In Love With A Beautiful Woman,0
22060,When You're Mad,0
22061,When You're Young,0
22062,When You're Young And In Love,0
22063,When Your Heart Is Weak,0
22064,When Your Heart Stops Beating,0
22065,Whenever A Teenager Cries,0
22066,Whenever He Holds You,0
22067,"Whenever I Call You ""Friend""",0
22068,Whenever I'm Away From You,0
22069,Whenever She Holds You,0
22070,Whenever You Come Around,0
22071,Whenever You're Near Me,0
22072,"Whenever, Wherever",0
22073,Where,0
22074,Where Am I Going?,0
22075,Where Are All My Friends,0
22076,Where Are U Now,0
22077,Where Are We Going,0
22078,Where Are We Runnin'?,0
22079,Where Are You,0
22080,Where Are You Christmas?,0
22081,Where Are You Going,0
22082,Where Are You Going To My Love,0
22083,Where Are You Now?,0
22084,Where Did All The Good Times Go,0
22085,Where Did I Go Wrong,0
22086,Where Did Our Love Go,2
22087,Where Did The Good Times Go,0
22088,"Where Did They Go, Lord/Rags To Riches",0
22089,Where Did We Go Wrong,0
22090,Where Did Your Heart Go?,0
22091,Where Do Broken Hearts Go,2
22092,Where Do I Go,0
22093,Where Do I Go/Be-In/Hare Krishna,0
22094,Where Do The Children Go,0
22095,Where Do U Want Me To Put It,0
22096,Where Do We Go From Here,0
22097,"Where Do We Go From Here (From ""Eraser"")",0
22098,Where Do You Come From,0
22099,Where Do You Go,0
22100,Where Do You Go To (My Lovely),0
22101,Where Does Love Go,0
22102,Where Does My Heart Beat Now,0
22103,Where Does That Leave Love,0
22104,Where Does The Lovin' Go,0
22105,Where Ever You Are,0
22106,"Where Everybody Knows Your Name (The Theme From ""Cheers"")",0
22107,Where Evil Grows,0
22108,Where Have All Our Heroes Gone,0
22109,Where Have All The Cowboys Gone?,0
22110,Where Have All The Flowers Gone,0
22111,Where Have They Gone,0
22112,Where Have You Been,0
22113,Where Have You Been (All My Life),0
22114,Where Have You Been All My Life,0
22115,Where I Come From,0
22116,Where I Fell In Love,0
22117,Where I Wanna Be,0
22118,Where I Wanna Be Boy,0
22119,Where I'm From,0
22120,Where Is My Mind,0
22121,Where Is The Love,0
22122,Where Is The Love?,0
22123,Where Is The Party,0
22124,Where It's At,0
22125,"Where It's At (Yep, Yep)",0
22126,Where Love Has Gone,0
22127,Where My Girls At?,0
22128,Where Or When,0
22129,Where Peaceful Waters Flow,0
22130,Where The Blacktop Ends,0
22131,Where The Blue Of The Night,0
22132,Where The Boys Are,0
22133,Where The Green Grass Grows,0
22134,Where The Hood At?,0
22135,Where The Party At,0
22136,Where The Stars And Stripes And The Eagle Fly,0
22137,Where The Streets Have No Name,0
22138,Where The Sun Has Never Shone,0
22139,Where Them Girls At,0
22140,Where There's A Will There's A Way,0
22141,Where Were You (On Our Wedding Day)?,0
22142,Where Were You (When The World Stopped Turning),0
22143,Where Were You When I Needed You,0
22144,Where Were You When I Was Falling In Love,0
22145,Where Will The Words Come From,0
22146,Where Will Your Heart Take You,0
22147,Where Would You Be,0
22148,Where Ya At,0
22149,Where You Are,0
22150,Where You At,0
22151,Where You Belong,0
22152,Where You Goin' Now,0
22153,Where You Lead,0
22154,Where'd You Go,0
22155,Where's The Playground Susie,0
22156,Where's Your Angel?,0
22157,Wherever I Go,0
22158,Wherever I Lay My Hat (That's My Home),0
22159,Wherever I May Roam,0
22160,Wherever Would I Be,0
22161,Wherever You Are,0
22162,Wherever You Go,0
22163,Wherever You Will Go,0
22164,Which Way You Goin' Billy?,0
22165,While I'm Alone,0
22166,While You Loved Me,0
22167,While You See A Chance,0
22168,While You're Out Looking For Sugar?,0
22169,Whine Up,0
22170,"Whiney, Whiney (From ""Dumb And Dumber"")",0
22171,Whip,0
22172,Whip Appeal,0
22173,Whip It,0
22174,Whip It On Me,0
22175,Whip My Hair,0
22176,Whipped,0
22177,Whipped Cream,0
22178,Whirly Girl,0
22179,Whiskey,0
22180,Whiskey Girl,0
22181,Whiskey Glasses,0
22182,Whiskey In My Water,0
22183,Whiskey Lullaby,0
22184,Whisper,0
22185,Whisper In The Dark,0
22186,Whisper To A Scream (Birds Fly),0
22187,Whispering,0
22188,Whispering/Cherchez La Femme/Se Si Bon,0
22189,Whispers,0
22190,Whispers (Gettin' Louder),0
22191,Whispers In The Dark,0
22192,Whistle,2
22193,Whistle While You Twurk,0
22194,White & Nerdy,0
22195,White Bird,0
22196,White Bucks And Saddle Shoes,0
22197,White Christmas,0
22198,White Flag,0
22199,White Horse,0
22200,White Hot,0
22201,White Houses,0
22202,White Iverson,0
22203,White Liar,0
22204,White Lies,0
22205,"White Lies, Blue Eyes",0
22206,White Lightning,0
22207,White Men Can't Jump,0
22208,White On White,0
22209,White Rabbit,0
22210,White Room,0
22211,White Sand,0
22212,White Silver Sands,0
22213,White Tee's,0
22214,White Walls,0
22215,White Wedding,0
22216,Whiter Shade Of Pale,0
22217,Who Am I,0
22218,Who Are They To Say,0
22219,Who Are You,0
22220,Who Are You When I'm Not Looking,0
22221,Who Booty,0
22222,Who Can I Count On,0
22223,Who Can I Run To,0
22224,Who Can I Turn To,0
22225,Who Can I Turn To (When Nobody Needs Me),0
22226,Who Can It Be Now?,1
22227,Who Cares,0
22228,Who Dat,0
22229,Who Dat Boy,0
22230,Who Dat Girl,0
22231,Who Did You Think I Was,0
22232,Who Do U Love,0
22233,Who Do Ya Love,0
22234,Who Do You Give Your Love To?,0
22235,Who Do You Love,0
22236,Who Do You Love?,0
22237,Who Do You Think You Are,0
22238,Who Do You Think You're Foolin',0
22239,Who Else But You,0
22240,Who Found Who,0
22241,Who Gets The Guy,0
22242,Who Gon Stop Me,0
22243,Who Got The Props,0
22244,Who I Am,0
22245,Who I Am Hates Who I've Been,0
22246,Who I Am With You,0
22247,Who Is Gonna Love Me?,0
22248,Who Is He And What Is He To You,0
22249,Who Is It,0
22250,Who Is She 2 U,0
22251,Who Knew,0
22252,Who Let The Dogs Out,0
22253,Who Listens To The Radio,0
22254,Who Loves You,0
22255,Who Loves You Better - Part 1,0
22256,Who Needs Pictures,0
22257,Who Needs Ya,0
22258,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",0
22259,Who Said,0
22260,Who Said I Would,0
22261,Who Says,0
22262,Who Says You Can't Go Home,0
22263,Who Shot J.R.?,0
22264,Who Shot Sam,0
22265,Who Stole The Keeshka?,0
22266,Who The F*** Is That?,0
22267,Who Was It?,0
22268,Who We Be,0
22269,Who Wears These Shoes?,0
22270,Who Were You Thinkin' Of,0
22271,Who Will Answer?,0
22272,Who Will Save Your Soul,0
22273,Who Will The Next Fool Be,0
22274,Who Will You Run To,0
22275,Who Wouldn't Wanna Be Me,0
22276,Who You Are,0
22277,Who You Love,0
22278,"Who You Wit (From ""Sprung"")",0
22279,Who You'd Be Today,0
22280,Who'd She Coo?,0
22281,Who'll Be The Fool Tonight,0
22282,Who'll Be The Next In Line,0
22283,Who's Afraid Of Virginia Woolf? (Part I),0
22284,Who's Been Sleeping In My Bed?,0
22285,Who's Behind The Door?,0
22286,Who's Cheating Who?,0
22287,Who's Crying Now,0
22288,Who's Gonna Ride Your Wild Horses,0
22289,Who's Gonna Take The Blame,0
22290,Who's Got Your Love,0
22291,Who's Holding Donna Now,0
22292,Who's In The Strawberry Patch With Sally,0
22293,"Who's Johnny (""Short Circuit"" Theme)",0
22294,Who's Lovin' You,0
22295,Who's Making Love,0
22296,Who's Sorry Now,0
22297,Who's That Chick?,0
22298,Who's That Girl,1
22299,Who's That Girl?,0
22300,Who's That Knocking,0
22301,"Who's The Man? (From ""Who's The Man"")",0
22302,Who's Your Baby?,0
22303,Who's Your Daddy?,0
22304,Who's Zoomin' Who,0
22305,Who? What!,0
22306,Whoa Now,0
22307,Whoa!,0
22308,Whodunit,0
22309,"Whoever Finds This, I Love You",0
22310,Whole Lot Of Shakin' Going On,0
22311,Whole Lot Of Shakin' In My Heart (Since I Met You),0
22312,Whole Lotta Love,0
22313,Whole Lotta Loving,0
22314,Whole Lotta Shakin' Goin' On,0
22315,Whole Lotta Woman,0
22316,"Whole Wide World (From ""True Love"")",0
