,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
170,_w58R1OGQFA,17.14.11,Train - Have Yourself a Merry Little Christmas,TrainVEVO,10,2017-11-09T15:00:02.000Z,"christmas|""train""|""in""|""tahoe""",30021,569,42,44,https://i.ytimg.com/vi/_w58R1OGQFA/default.jpg,False,False,False,"Have Yourself A Merry Little Christmas from 'Christmas In Tahoe' Stream & download the album, out everywhere now!  https://fanlink.to/christmasintahoe\n\nUpcoming Tour Dates: http://savemesanfrancisco.com/tour\n\nFOLLOW TRAIN \nhttp://savemesanfrancisco.com \nhttp://facebook.com/train \nhttp://twitter.com/train \nhttp://youtube.com/train \nhttp://instagram.com/train \nhttp://spoti.fi/1mD7gys\n\nLYRICS\n\nHave yourself a merry little Christmas\nLet your heart be light\nFrom now on, our troubles will be out of sight\n\nHave yourself a merry little Christmas\nMake the Yuletide gay\nFrom now on, our troubles will be miles away\n\nHere we are as in olden days\nHappy golden days of yore\nFaithful friends who are dear to us\nGather near to us once more\n\nThrough the years we all will be together\nIf the fates allow\nSo hang a shining star upon the highest bough\nAnd have yourself a merry little Christmas now\n\nHere we are as in olden days\nHappy golden days of yore\nFaithful friends who are dear to us\nGather near to us once more\nThrough the years we all will be together\nIf the fates allow\n\nSo hang a shining star upon the highest bough\nAnd have yourself a merry little Christmas\nAnd have yourself a merry little Christmas\nAnd have yourself a merry little Christmas now\nBest of Train: https://goo.gl/wU71yj\nSubscribe here: https://goo.gl/GLXHgJ"
188,UFPSIa1cLRQ,17.14.11,Phillip Phillips - Magnetic (Audio),PhilPhillipsVEVO,10,2017-11-09T05:00:01.000Z,"Phillip|""Phillips""|""Magnetic""|""Interscope""|""Pop""",38068,2195,28,154,https://i.ytimg.com/vi/UFPSIa1cLRQ/default.jpg,False,False,False,"Pre-order Phillip Phillips’ “Collateral” now, out on 1/19.\nhttp://smarturl.it/CollateralPP \nFor more, visit:\nhttp://www.phillipphillips.com \nhttps://www.facebook.com/PhillipPhillips \nhttps://www.instagram.com/phillphill \nhttps://twitter.com/Phillips \n\nSign up for news at\nhttp://smarturl.it/PhillipSubscribe\n\nMusic video by Phillip Phillips performing Magnetic. (C) 2017 19 Recordings, Inc. under exclusive license to Interscope Records\n\nhttp://vevo.ly/QM9PZP"
252,PaJCFHXcWmM,17.15.11,U2 - The Blackout,U2VEVO,10,2017-11-13T17:00:04.000Z,"U2|""The""|""Blackout""|""Island""|""Records""|""Rock""",210393,8996,290,4043,https://i.ytimg.com/vi/PaJCFHXcWmM/default.jpg,False,False,False,'The Blackout’ from upcoming album Songs of Experience – Pre-order now.\n \nFollow U2: http://www.u2.com/\nFacebook: https://U2.lnk.to/FBID\nTwitter: https://U2.lnk.to/TWID\nInstagram: https://U2.lnk.to/ISID\n \n#U2TheBlackout \n#U2SongsofExperience In the darkness where we learn to see\n\nMusic video by U2 performing The Blackout. (C) 2017 Universal Music Operations Limited\n\nhttp://vevo.ly/TETtx3
258,KhdecX0qjNA,17.15.11,Demi Lovato - Sorry Not Sorry in the Live Lounge,BBCRadio1VEVO,10,2017-11-13T20:11:43.000Z,"Demi Lovato|""Sorry Not Sorry""|""Live Lounge""|""BBC Radio 1""",131153,7129,78,265,https://i.ytimg.com/vi/KhdecX0qjNA/default.jpg,False,False,False,Demi Lovato performs Sorry Not Sorry in the BBC Radio 1 Live Lounge.\n\nhttp://vevo.ly/G0zd9u
298,n1WpP7iowLc,17.15.11,Eminem - Walk On Water (Audio) ft. Beyoncé,EminemVEVO,10,2017-11-10T17:00:03.000Z,"Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",20539417,840642,47715,124236,https://i.ytimg.com/vi/n1WpP7iowLc/default.jpg,False,False,False,Eminem's new track Walk on Water ft. Beyoncé is available everywhere: http://shady.sr/WOWEminem \nPlaylist Best of Eminem: https://goo.gl/AquNpo\nSubscribe for more: https://goo.gl/DxCrDV\n\nFor more visit: \nhttp://eminem.com\nhttp://facebook.com/eminem\nhttp://twitter.com/eminem\nhttp://instagram.com/eminem\nhttp://eminem.tumblr.com\nhttp://shadyrecords.com\nhttp://facebook.com/shadyrecords\nhttp://twitter.com/shadyrecords\nhttp://instagram.com/shadyrecords\nhttp://trustshady.tumblr.com\n\nMusic video by Eminem performing Walk On Water. (C) 2017 Aftermath Records\nhttp://vevo.ly/gA7xKt
310,9t9u_yPEidY,17.15.11,"Jennifer Lopez - Amor, Amor, Amor (Official Video) ft. Wisin",JenniferLopezVEVO,10,2017-11-10T15:00:00.000Z,"Jennifer Lopez ft. Wisin|""Jennifer Lopez ft. Wisin Music""|""Jennifer Lopez ft. Wisin Official Video""|""Jennifer Lopez ft. Wisin Video""|""Jennifer Lopez ft. Wisin Video Oficial""|""Jennifer Lopez ft. Wisin Nuevo Video""|""Jennifer Lopez ft. Wisin New Video""|""Amor""|""Amor Official Video""|""Official Video""|""Amor Single""|""Single""|""Jennifer Lopez ft. Wisin New Single""|""Jennifer Lopez ft. Wisin Single""|""Jennifer Lopez ft. Wisin Amor""|""Jennifer""|""Lopez""",12987863,216319,17751,12133,https://i.ytimg.com/vi/9t9u_yPEidY/default.jpg,False,False,False,"Jennifer Lopez ft. Wisin - Amor, Amor, Amor (Official Music Video)\n“Amor, Amor, Amor” is available on these digital platforms!\niTunes: http://smarturl.it/AAAi\nApple Music: http://smarturl.it/AAAap\nSpotify: http://smarturl.it/AAAs\nAmazon Music: http://smarturl.it/AAAam\nGoogle Play: http://smarturl.it/AAAgp\nVideo: http://smarturl.it/AAAv\nLinkfire: https://SML.lnk.to/AAA\n\nFollow JLO!\nOfficial Site: http://www.jenniferlopez.com\nFacebook: https://www.facebook.com/jenniferlopez\nInstagram: https://www.instagram.com/jlo\nTwitter: https://twitter.com/jlo\nOfficial music video by Jennifer Lopez ft. Wisin performing Amor, Amor, Amor. (C) 2017 Sony Music Entertainment US Latin LLC"
317,qooQd8AA7_M,17.15.11,"Camila Cabello, Daddy Yankee - Havana (Remix - Audio)",CamilaCabelloVEVO,10,2017-11-12T05:01:00.000Z,"camila cabello|""camila""|""daddy yankee""|""havana""|""fifth harmony""|""harmonizers""|""5h""|""omg""|""crying in the club""|""i have questions""|""know no better""|""lele""|""pons""|""lelepons""|""shawn mendes""|""LeLe Pons""|""LuJuan James""|""influencers""|""instagram influencer""|""lele instagram""|""latina influencer""|""lelepons dance videos""|""lele pons dance battle""|""Camila Cabello & Daddy Yankee""|""Havana""|""Latin""|""Syco Music/Epic""",5626588,408618,6121,28196,https://i.ytimg.com/vi/qooQd8AA7_M/default.jpg,False,False,False,"Havana (Remix) \n\nAvailable at Spotify: http://smarturl.it/HavanaRemix/spotify\nApple Music: http://smarturl.it/HavanaRemix/applemusic\niTunes: http://smarturl.it/Havana_iT \nGoogle Play http://smarturl.it/HavanaRemix/googleplay\n\nFind Camila Here:\n \nTwitter: @camila_cabello\nTwitter: @camila_cabello\nIG: @camila_cabello \nFacebook: @97camilacabello \nWebsite: www.camilacabello.com \n\n#Havana\n#Camila\n\n(C) 2017 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment Category: Music License: Standard YouTube License"
323,ujyTQNNjjDU,17.15.11,G-Eazy - The Plan (Official Video),GEazyMusicVEVO,10,2017-11-10T05:00:01.000Z,"BPG/RVG/RCA Records|""G-Eazy""|""Rap""|""The Plan""",3686343,130373,3628,6694,https://i.ytimg.com/vi/ujyTQNNjjDU/default.jpg,False,False,False,New Album ‘The Beautiful & Damned’ Available Everywhere December 15 http://smarturl.it/TBAD\n \nPre-order exclusive TB&D bundles here: http://smarturl.it/TBAD/officialstore\n\nNew Music from G-Eazy. The Plan available now: http://smarturl.it/ThePlan\n \nApple Music: http://smarturl.it/TBAD/applemusic\nSpotify: http://smarturl.it/TBAD/spotify\niTunes: http://smarturl.it/TBAD/itunes\nAmazon Music: http://smarturl.it/TBAD/az\nGoogle Play: http://smarturl.it/TBAD/googleplay\nYouTube: http://smarturl.it/TBAD/youtube\n \nSubscribe for more exclusive G-Eazy footage: http://bit.ly/GEazyYTSub\n \nG-Eazy Official Site: http://g-eazy.com/\nG-Eazy On Twitter: https://twitter.com/G_Eazy\nG-Eazy On Facebook: https://www.facebook.com/G.Eazy\nG-Eazy on Instagram: https://www.instagram.com/g_eazy
330,_Iz83-Cmt6A,17.15.11,Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards),CMAVEVO,10,2017-11-09T22:23:51.000Z,"Little|""Big""|""Town""|""with""|""Jimmy""|""Webb""|""Wichita""|""Lineman""|""(Live""|""from""|""the""|""CMA""|""Awards)""|""Country""|""Music""|""Association""|""Classic""",54341,487,67,64,https://i.ytimg.com/vi/_Iz83-Cmt6A/default.jpg,False,False,False,Music video by Little Big Town performing Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards). \n\nhttp://vevo.ly/YoYKZZ
331,lY_0mkYDZDU,17.15.11,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,10,2017-11-10T17:00:05.000Z,"Foster|""The""|""People""|""Sit""|""Next""|""to""|""Me""|""(Vertical""|""Video)""|""Columbia""|""Alternative/Indie""",357078,19783,610,1732,https://i.ytimg.com/vi/lY_0mkYDZDU/default.jpg,False,False,False,Experience the Sit Next to Me video best on your mobile phone. Foster The People's new album 'Sacred Hearts Club' is available now: http://smarturl.it/SacredHeartsClub\n\niTunes: http://smarturl.it/SacredHeartsClubiT\nSpotify: http://smarturl.it/SacredHeartsClubSp\nAmazon: http://smarturl.it/SacredHeartsClubAmz\nGoogle Play: http://smarturl.it/SacredHeartsClubGP\nApple Music: http://smarturl.it/SacredHeartsClubAM\n\nBest of Foster The People: https://goo.gl/uYvBSH\nSubscribe here: https://goo.gl/a3NFyk\n\nFollow the band:\nhttp://fosterthepeople.com\nhttp://facebook.com/fosterthepeople\nhttp://twitter.com/fosterthepeople\nhttp://instagram.com/fosterthepeople\n\nProduction Company: PRETTYBIRD Pictures\nDirector: Fourclops & Brinton Bryan\nExecutive Producer: Candice Dragonas\nExecutive Producer: Derek Richmond\nCommissioner: Saul Levitz\nProducer: Judy Craig\nDirector of Photography: Carissa Dorson\nProduction Manager: Richard Theisen\n1st AD: Jeff Cobb\nVFX: Dawid Krępski\nWriter: Brooks Morrison
362,viyRD5z6ilQ,17.15.11,Luke Bryan - O Holy Night (Audio),LukeBryanVEVO,10,2017-11-10T05:00:01.000Z,"Luke|""Bryan""|""Holy""|""Night""|""Capitol""|""Records""|""Nashville""|""Holiday""",147193,5405,151,395,https://i.ytimg.com/vi/viyRD5z6ilQ/default.jpg,False,False,False,"Music video by Luke Bryan performing O Holy Night. (C) 2017 UMG Recordings, Inc.\n\nhttp://vevo.ly/dh1t8w"
363,QFfEtKvXMAs,17.15.11,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",482334,55001,184,3027,https://i.ytimg.com/vi/QFfEtKvXMAs/default.jpg,False,False,False,Get Niall's album Flicker featuring 'Too Much to Ask' everywhere now: http://niall.to/FlickerYD\n\nFollow Niall:\nhttps://www.facebook.com/Niallofficial/\nhttps://twitter.com/NiallOfficial\nhttps://www.instagram.com/niallhoran/\nhttp://niall.to/websiteYD\n\nMusic video by Niall Horan performing Too Much To Ask. (C) 2017 Neon Haze Music Ltd under exclusive license to Capitol Records\n\nhttp://vevo.ly/bWKUOi\n\nBest of Niall Horan https://goo.gl/ZZfw2b\nNiall Horan - Audio Videos https://goo.gl/wKZzFM\n\nSubscribe for more https://goo.gl/ApUhRc
367,xg9ebVTL9yE,17.15.11,Empire Of The Sun - Way To Go,empireofthesunvevo,10,2017-11-10T05:00:06.000Z,"Empire|""Of""|""The""|""Sun""|""Way""|""To""|""Go""|""EMI""|""Alternative""|""eots""|""waay""|""too""|""goo""|""emipre of the sun""|""son""|""electronic""|""edm""|""australian""|""adm""|""aussie music. triplej""|""like a version""|""two leaves""|""flume""|""alison wonderland""|""cut copy""|""pnau""|""mgmt""|""hot chip""|""the presets""|""phoenix""|""hermitude""|""Nobumichi Asai""|""Ryo Kitabatake""",178313,9072,98,656,https://i.ytimg.com/vi/xg9ebVTL9yE/default.jpg,False,False,False,"Download or stream “Way to Go” by Empire of the Sun: https://EmpireOfTheSun.lnk.to/OnOurWayHome \n\nConnect with Empire of the Sun: \nhttps://www.facebook.com/empireofthesun/\nhttps://twitter.com/EmpireOfTheSun\nhttps://www.instagram.com/empireofthesunsound/\n\nCreative Director: Nobumichi Asai [WOW inc.]\nDirector: Ryo Kitabatake [WOW inc.]\nCG Designer: Tsutomu Miyajima [WOW inc.]\nCG Designer: Daisuke Morikawaki [WOW inc.]\nCG Designer: Shota Oga [WOW inc.]\nTechnical Director: Nobumichi Asai [WOW inc.]\nProducer: Nobumichi Asai [WOW inc.]\nAssistant Producer: Ayaka Motoyoshi [WOW inc.]\n\nCamera: Kimihiro Morikawa\nLighting Director: Ryu Shima [NAGAIHOSHI Co.,Ltd.]\nHair&Make-up: Ina\nStylist: DAN\n\nCompositor & Colourist: Akio Sakamaki [jitto inc.]\n\nDigital Humans & Performance Capture: [ZUKUN LABORATORY]\n\nProducer: Kazuhiko Mino\nMotion Capture Supervisor: Kenya Miki\nFacial Capture Supervisor: Hiromu Kinoshita\nDigital Artist: Tomoya Tanaka\nDigital Artist: Deng Xiaohui\nDigital Artist: Cheng Ze\nDigital Artist: Satoko Itakura\nMotion Capture Specialist: Yuuka Tomita\nMotion Capture Specialist: Kouta Isomura\nMotion Capture Specialist: Kazuya Takahashi\nMotion Capture Specialist: Riku Okada\nMotion Capture Specialist: Rina Sawada\nFacial Capture Specialist: Taisei Kurita\nFacial Capture Specialist: Manami Kira\nFacial Capture Specialist: Diogo Ribeiro\nCG Project Manager: Yuko Sadaki\nCG Producer: Sawami Takahashi\nProduction Supervisor: Ayumu Kasai\n\n【Special Thanks】\nTranslator: Mika Iwasaka \nTranslator: Michiru Sasaki  [WOW inc.]\nTranslator: Sumiko Shiraishi [F.O.A. Inc.]\n\nLyrics: \n\nsurfing the snow\nare you ready for \na revolution to show the way \nseven more weeks until the day\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\n\nwhat I see\nis nothing like before\ndreaming is the home of the brave \nfuture is the healing of pain\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\nlike a cannonball\nshot across the floor\nwe have found a way through the darkest hour\nlike a cannonball\nshot across the floor\nwe have little time for worry\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\n© 2016 The Sleepy Jackson Pty Ltd and Nick Littlemore, under exclusive licence to Universal Music Australia Pty Ltd"
368,fbHbTBP_u7U,17.15.11,NF - Let You Down,NFVEVO,10,2017-11-09T05:00:05.000Z,"NF|""Let You Down""|""music video""|""official video""|""I'm sorry that I let you down""|""nfrealmusic""|""perception""|""nf official""|""hip-hop""|""rap""|""singer""",2185367,96850,1130,8216,https://i.ytimg.com/vi/fbHbTBP_u7U/default.jpg,False,False,False,"Official music video for “Let You Down” by NF from the album Perception. \n\nStream ‘Perception’ \nSpotify: http://nfmusic.me/perception.sp?IQid=vevo\nApple: http://nfmusic.me/perception.ap?IQid=vevo\nSoundCloud: http://nfmusic.me/perception.sc?IQid=vevo\n\nDownload ‘Perception’ \niTunes: http://nfmusic.me/perception.it?IQid=vevo \nAmazon: http://nfmusic.me/perception.az?IQid=vevo \n\nGet ‘Perception’ on CD\nBest Buy: http://nfmusic.me/perception.bb?IQid=vevo\nAmazon: http://nfmusic.me/perception.azp?IQid=vevo\n\nSubscribe to NFVEVO: http://smarturl.it/NFVEVOSubscribe \n\nFollow NF \nInstagram: https://instagram.com/nfrealmusic/ \nFacebook: http://www.facebook.com/nfrealmusic \nTwitter: http://www.twitter.com/nfrealmusic \nSpotify: http://smarturl.it/NFSpotify \nWebsite: http://www.nfrealmusic.com/ \nEmail: http://smarturl.it/nfemail\n\nProducer: Nathan Feuerstein & Patrick Tohill\nDirector: Patrick Tohill & Nathan Feuerstein\n\nMusic video by NF performing Let You Down. (C) 2017 NF Real Music, LLC\n\nhttp://vevo.ly/pjlmEn"
376,J_QGZspO4gg,17.15.11,Sia - Snowman,SiaVEVO,10,2017-11-09T15:45:05.000Z,Sia Snowman Holiday,1882868,88072,1219,6083,https://i.ytimg.com/vi/J_QGZspO4gg/default.jpg,False,False,False,"Move over Frosty Snowman is here! Stream & download the song now https://fanlink.to/snowman\nPre-order Everyday Is Christmas, out November 17:https://sia.lnk.to/christmas\n\nUpcoming tour dates - http://siamusic.net/tour\n\nFollow Team Sia's Ear Candy on Spotify http://spoti.fi/1LMlB7X \nSubscribe to Sia on YouTube: http://bit.ly/1sudphS \nWebsite: http://siamusic.net \nTwitter: http://twitter.com/sia \nInstagram: http://instagram.com/SiaThisIsActing \nFacebook: http://facebook.com/siamusic \nSpotify: http://spoti.fi/1fKpbS0 \n\nPlaylist Best of Sia https://goo.gl/99ubCj \nSubscribe for more https://goo.gl/UA7cug\n\nMusic video by Sia performing Snowman. 2017 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States."
381,LMCuKltaY3M,17.15.11,Elbow - Golden Slumbers (John Lewis Advert 2017),ElbowVEVO,10,2017-11-10T08:00:01.000Z,"Elbow|""Golden""|""Slumbers""|""Polydor""|""Alternative""",180606,2400,159,239,https://i.ytimg.com/vi/LMCuKltaY3M/default.jpg,False,False,False,"“Golden Slumbers”, originally by The Beatles, and as heard on the 2017 John Lewis Christmas advert. \n\nTaken from elbow’s new ‘Best Of’ collection, released 24/11/2017. Pre-order now and get “Golden Slumbers” instantly: https://Elbow.lnk.to/BestOfID\n\nelbow are touring in 2017 and 2018 – for tickets visit http://www.elbow.co.uk\n\nhttp://www.facebook.com/elbow\nhttp://www.twitter.com/elbow\nhttp://www.instagram.com/elbowofficial"
388,cYw-oyJ7AEY,17.15.11,"Pitbull, Stereotypes - Jungle (Lyric Video) ft. E-40, Abraham Mateo",PitbullVEVO,10,2017-11-10T08:00:01.000Z,"Jungle|""Mr.305/Polo Grounds Music/RCA Records""|""Pitbull & Stereotypes feat. E-40 & Abraham Mateo""|""Pop""",304700,12347,577,756,https://i.ytimg.com/vi/cYw-oyJ7AEY/default.jpg,False,False,False,Get Pitbull’s new single “Jungle” with Stereotypes featuring E-40 and Abraham Mateo off his upcoming Greatest Hits album available December 1st!\niTunes - http://smarturl.it/pjungle/itunes?iQid=yt\nApple Music - http://smarturl.it/pjungle/applemusic?iQid=yt\nSpotify - http://smarturl.it/pjungle/spotify?iQid=yt\nGoogle Play - http://smarturl.it/pjungle/googleplay?iQid=yt\nAmazon - http://smarturl.it/pjungle/az?iQid=yt\n \nPre-order the Greatest Hits album now!\niTunes - http://smarturl.it/pgh/itunes?iQid=yt\nAmazon - http://smarturl.it/pgh/az?iQid=yt\nSpotify Pre-save - http://smarturl.it/pgh/spotifypresave?iQid=yt\nGoogle Play - http://smarturl.it/pgh/googleplay?iQid=yt\n \nFollow Pitbull:\nhttps://pitbullmusic.com/\nhttps://twitter.com/pitbull\nhttps://www.facebook.com/pitbull\nhttps://www.instagram.com/pitbull/
