,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
29309,J6R0X6NTnSw,18.17.04,Meghan Trainor - No Excuses (Dance Video),MeghanTrainorVEVO,10,2018-04-03T16:00:01.000Z,"meghan trainor|""no excuses""|""no excuses official video""|""all about that bass""|""like i'm gonna lose you""|""me too""|""no""|""dear future husband""|""better when i'm dancin'""|""fifth harmony""|""rixton""|""ariana grande""|""tori kelly""|""nick jonas""|""shawn mendes""|""selena gomez""|""Epic""|""Meghan Trainor""|""No Excuses""|""Pop""",5182820,126199,4381,4677,https://i.ytimg.com/vi/J6R0X6NTnSw/default.jpg,False,False,False,"No Excuses available at Spotify: http://smarturl.it/NoExcusesMT/spotify\niTunes: http://smarturl.it/NoExcusesMT/itunes\nAmazon: http://smarturl.it/NoExcusesMT/amazonmusicbuy\nApple Music: http://smarturl.it/NoExcusesMT/applemusic\nGoogle Play: http://smarturl.it/NoExcusesMT/googleplay\n\nMeghan Trainor online: \nhttps://twitter.com/Meghan_Trainor \nhttps://www.instagram.com/meghan_trainor \nhttps://www.facebook.com/meghantrainorsongs \nhttps://meghan-trainor.com\n\n(C) 2018 Epic Records, a division of Sony Music Entertainment\n\nhttp://vevo.ly/iMfyZE"
29313,DKPCBAlDw2A,18.17.04,The Chainsmokers - Everybody Hates Me,ChainsmokersVEVO,10,2018-04-02T14:00:04.000Z,"Dance|""Disruptor Records/Columbia""|""Everybody Hates Me""|""The Chainsmokers""",13348744,370644,11334,16880,https://i.ytimg.com/vi/DKPCBAlDw2A/default.jpg,False,False,False,The Chainsmokers - Everybody Hates Me\n \nEverybody Hates Me Out Now: http://smarturl.it/EverybodyHatesMe\n \nDirected by: Rory Kramer\n\nFollow The Chainsmokers: \nhttp://www.youtube.com/thechainsmokers \nhttp://www.twitter.com/thechainsmokers \nhttp://www.facebook.com/thechainsmokers \nhttp://www.instagram.com/thechainsmokers \nhttp://www.soundcloud.com/thechainsmo...
29332,BPmAxzEJpWA,18.17.04,Snoop Dogg - One More Day (feat. Charlie Wilson) ft. Charlie Wilson,SnoopDoggVEVO,10,2018-03-31T07:00:01.000Z,"All The Time Entertainment|""Gospel/Christian""|""One More Day (feat. Charlie Wilson)""|""Snoop Dogg feat. Charlie Wilson""",2638607,38292,2629,2081,https://i.ytimg.com/vi/BPmAxzEJpWA/default.jpg,False,False,False,Snoop Dogg- One More Day\n\nAvailable now:http://smarturl.it/BOLAM\nApple Music: http://smarturl.it/BOLAM\niTunes: http://smarturl.it/BOLI\nAmazon: http://smarturl.it/BOLAmazon\n\n\nConnect with Snoop Dogg\nFacebook:facebook.com/SnoopDogg\nTwitter:twitter.com/SnoopDogg\nInstagram:@SnoopDogg\nWebsite:http://www.snoopdogg.com
29337,VaGcPRMY5UM,18.17.04,"Tinashe - Me So Bad (Official Video) ft. Ty Dolla $ign, French Montana",TinasheOfficialVEVO,10,2018-03-30T04:00:02.000Z,"Me So Bad|""R&B""|""RCA Records Label""|""Tinashe feat. Ty Dolla $ign & French Montana""",6735836,155855,6039,6139,https://i.ytimg.com/vi/VaGcPRMY5UM/default.jpg,False,False,False,JOYRIDE OUT NOW!\n\nMulti-retailer: http://smarturl.it/joyride\n\nApple Music: http://smarturl.it/joyride/applemusic\niTunes: http://smarturl.it/joyride/itunes\nSpotify: http://smarturl.it/joyride/spotify\nGoogle Play: http://smarturl.it/joyride/googleplay\nAmazon Music: http://smarturl.it/joyride/az\nOfficial Store: http://smarturl.it/joyride/officialstore\nOfficial Videos: http://smarturl.it/joyride/youtube\n\nFollow Tinashe:\nhttp://www.facebook.com/OfficialTinashe\nhttp://twitter.com/Tinashe\nhttp://instagram.com/tinashenow\nhttp://www.tinashenow.com/
29338,ZcCp7488puc,18.17.04,Grace VanderWaal - Clearly,GraceVanderWaalVEVO,10,2018-03-30T14:00:03.000Z,"Clearly|""Grace VanderWaal""|""Pop""|""Syco Music/Columbia Records""",3377683,185088,2278,14128,https://i.ytimg.com/vi/ZcCp7488puc/default.jpg,False,False,False,Clearly by Grace VanderWaal is available everywhere now: http://smarturl.it/Clearly\n\nAmazon Music: http://smarturl.it/Clearly/Az\nApple Music: http://smarturl.it/Clearly/AppleMusic\nGoogle Play: http://smarturl.it/Clearly/GooglePlay\niTunes: http://smarturl.it/Clearly/iTunes\nSpotify: http://smarturl.it/Clearly/Spotify\n\nFollow Grace:\nhttp://gracevanderwaal.com\nhttp://facebook.com/GraceVanderWaalMusic\nhttp://instagram.com/gracevanderwaal\nhttp://twitter.com/GraceVanderWaal\nhttp://snapchat.com/add/gracevanderwaal\nhttp://youtube.com/OhNeverMindItsJustMe\n\nDirector: Brian Petchers\nProducer: Dave Gelb\nExecutive Producer: Evan Brown\nDirector of Photography: Dan Kennedy\nProduction Company: Dreambear\nBased on an original concept by Grace VanderWaal
29343,T8lWjQRhQXY,18.17.04,Lady Gaga - Your Song (Audio),LadyGagaVEVO,10,2018-03-29T23:00:01.000Z,"Lady|""Gaga""|""Your""|""Song""|""Virgin""|""EMI""|""Pop""",4046025,161761,4390,12824,https://i.ytimg.com/vi/T8lWjQRhQXY/default.jpg,False,False,False,"Lady Gaga’s powerful new version of the classic ‘Your Song’ is taken from the forthcoming album, ‘Revamp: Reimagining the Songs Of Elton John & Bernie Taupin’. Featuring new versions of Elton’s classic songs from Mary J. Blige, Alessia Cara, Miley Cyrus, Coldplay, Elton John & P!nk & Logic, Florence + The Machine, The Killers, Mumford & Sons, Q-Tip & Demi Lovato, Queens Of The Stone Age, Ed Sheeran and Sam Smith, ‘Revamp’ is released on April 6th, 2018.\n\nAvailable Here:\nhttps://lnk.to/EltonJohnRevamp\n\n(P) 2018 Interscope Records"
29368,1Nu_oGucpDI,18.18.04,AURORA - Queendom (Official Audio),iamAURORAVEVO,10,2018-04-16T16:00:00.000Z,"AURORA|""Queendom""|""Decca""|""(UMO)""|""Pop""",361251,38619,367,3799,https://i.ytimg.com/vi/1Nu_oGucpDI/default.jpg,False,False,False,"Stream/Download Queendom: https://lnk.to/AQu1 🌊🌿\n\nQueendom is about celebrating all the differences in us. It’s about celebrating the women and the children and animals and the men also. The quiet ones and the introverts, where they can sing and be seen. It’s about the shy people and the lonely people and I hope it can be a place where we can come and be lonely together and then not be lonely anymore. Queendom is a place for all of us.\n\nGet started on The Seed: https://lnk.to/ATSFB1ID \n\nConnect with AURORA: \nhttps://lnk.to/AIGID\nhttps://lnk.to/AURTw1ID \nhttps://lnk.to/AURFB1ID \n\nhttps://spoti.fi/2vayo4b \nhttps://apple.co/2GYPsQg \nhttps://www.deezer.com/en/artist/7699874 \nhttps://amzn.to/2qtVRsd \nhttps://pdora.co/2GVBM4f\n\nhttp://www.aurora-music.com/ \nhttps://lnk.to/ATSSU1ID"
29397,M4ZoCHID9GI,18.18.04,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,10,2018-04-12T16:00:04.000Z,"The|""Weeknd""|""Call""|""Out""|""My""|""Name""",18200080,700060,12708,35725,https://i.ytimg.com/vi/M4ZoCHID9GI/default.jpg,False,False,False,"Call Out My Name (Official Video)\nTaken from the album My Dear Melancholy,\nhttp://theweeknd.co/mdmYD \n\nConnect with The Weeknd:\nhttp://www.facebook.com/theweeknd \nhttp://instagram.com/theweeknd \nhttps://soundcloud.com/theweeknd \nhttps://twitter.com/TheWeeknd \nhttps://www.theweeknd.com \n\n\nDirected by Grant Singer\n\nPRODUCER – Saul Germaine\nEXECUTIVE PRODUCER – Nina Soriano\nFor Anonymous Content\n\nDIRECTOR OF PHOTOGRAPHY – Alexis Zabe\nPRODUCTION DESIGNER – Page Buckner\nEDITOR – Nate Gross for Exile Edit\nCOLORIST – Simon Bourne for Framestore\nVFX – The Mill \nVFX SUPERVISOR – David Lawson\nVFX CREATIVE DIRECTOR – Becky Porter\n2D LEAD ARTIST – Jason Bergman\n3D LEAD ARTIST – David Lawson\nAUDIO MIXER – Adam Primack for Lime Studios\n\nMusic video by The Weeknd performing Call Out My Name. © 2018 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.\n\nhttp://vevo.ly/wvSjbc"
29405,J-dv_DcDD_A,18.18.04,ZAYN - Let Me (Official Video),ZaynVEVO,10,2018-04-12T12:00:04.000Z,"Let Me|""Pop""|""RCA Records Label""|""ZAYN""",22769424,1059309,24724,79913,https://i.ytimg.com/vi/J-dv_DcDD_A/default.jpg,False,False,False,ZAYN’s brand new song “Let Me” \nGet it on Apple Music: http://smarturl.it/ZlZmZ/applemusic?iQid=yt\nStream/Add on Spotify: http://smarturl.it/ZlZmZ/spotify?iQid=yt\nDownload on iTunes: http://smarturl.it/ZlZmZ/itunes?iQid=yt\nAmazon Music: http://smarturl.it/ZlZmZ/az?iQid=yt\nGoogle Play: http://smarturl.it/ZlZmZ/googleplay?iQid=yt\nStream on Deezer: http://smarturl.it/ZlZmZ/deezer?iQid=yt\n \nZAYN's debut album 'Mind Of Mine'\nGet it on Apple Music: http://smarturl.it/MindOfMine?IQid=yt\nTarget Deluxe with 2 Bonus Tracks: http://smarturl.it/MindOfMineTarget?iQid=yt\nStream/Add on Spotify: http://smarturl.it/MindOfMineSp?IQid=yt\nAmazon Music: http://smarturl.it/MindOfMineAMZ?IQid=yt\nGoogle Play: http://smarturl.it/MindOfMineGP?IQid=yt\nStream on Deezer: http://smarturl.it/MoMdeezer?IQid=yt\n \nExclusive vinyl: http://smarturl.it/MindOfMineD2C?IQid=yt\n \nStream the official music videos from ‘Mind of Mine’:\nhttp://smarturl.it/ZMOMVs\n \nFollow ZAYN:\nhttp://www.facebook.com/ZAYN\nhttps://twitter.com/zaynmalik\nhttp://www.instagram.com/ZAYN\nSnapchat: @ZAYN\nhttp://smarturl.it/ZAYNSpotify\nhttp://www.inZAYN.com\n \nBest of ZAYN:\nhttp://smarturl.it/BoZPlaylist\n \nSubscribe for more:\nhttp://smarturl.it/ZSubscribeV
29414,R1TSiB9OuVM,18.18.04,Florence + The Machine - Sky Full Of Song,FlorenceMachineVEVO,10,2018-04-12T15:47:04.000Z,"Florence|""The""|""Machine""|""Sky""|""Full""|""Of""|""Song""|""Virgin""|""EMI""|""Alternative""",1657690,70326,877,3405,https://i.ytimg.com/vi/R1TSiB9OuVM/default.jpg,False,False,False,Sky Full of Song\nDirected by AG Rojas\n \nAvailable here:\nhttps://FlorenceMachine.lnk.to/SkyFullOfSong\n \nJoin Florence online:\nhttps://www.facebook.com/florenceandthemachine\nhttp://www.twitter.com/flo_tweet\nhttp://www.instagram.com/Florence\n \nFollow Florence on Spotify:\nhttp://po.st/FlorenceSpotify\n \nSign up for updates:\nhttp://www.florenceandthemachine.net\n\nhttp://vevo.ly/BaDkwI
29466,U9BwWKXjVaI,18.18.04,Drake - Nice For What,DrakeVEVO,10,2018-04-07T02:46:31.000Z,"Drake|""Nice""|""For""|""What""|""Young""|""Money""|""Hip""|""Hop""",34179417,765677,21470,47907,https://i.ytimg.com/vi/U9BwWKXjVaI/default.jpg,False,False,False,Music video by Drake performing Nice For What. © 2018 Young Money/Cash Money Records
29482,ZEkImgh--PE,18.18.04,"Halsey - Alone ft. Big Sean, Stefflon Don",HalseyVEVO,10,2018-04-06T13:00:03.000Z,"Halsey|""Alone""|""hopeless fountain kingdom""|""hfk""|""astralwerks""|""music video""|""official video""|""halsy""|""Stefflon Don""|""Big Sean""|""Stefflondon""|""rap""|""rapper""|""download""|""mp3""|""dying to meet me""|""I can just tell you this""|""halsey single""|""halsey song""|""halsey radio hit""|""Hannah Lux Davis""|""Brandon Bonfiglio""",8750901,265647,8220,10452,https://i.ytimg.com/vi/ZEkImgh--PE/default.jpg,False,False,False,"Alone available now: http://www.iamhalsey.com/alone\n\nlisten to Alone on Apple Music: http://www.iamhalsey.com/insidemyheadapple\nlisten to Alone” on Spotify: http://www.iamhalsey.com/insidemyhead\norder deluxe box set, limited edition vinyl & more in the official store: http://www.iamhalsey.com/store\norder album on iTunes: http://www.iamhalsey.com/hfkitunes\nsave hopeless fountain kingdom on Spotify: http://www.iamhalsey.com/hfkpresave\nsave Alone on Spotify: https://halsey.lnk.to/savealone\norder deluxe edition CD on Target.com: http://www.iamhalsey.com/hfktarget \norder Urban Outfitters exclusive red-splattered clear vinyl: http://www.iamhalsey.com/hfkuovinyl\nlisten to Halsey Essentials on Apple Music: https://halsey.lnk.to/appleessentials\n\nFollow Halsey\nhttp://iamhalsey.com\nhttp://twitter.com/halsey\nhttps://www.facebook.com/HalseyMusic\nhttp://instagram.com/iamhalsey\nSpotify: http://www.iamhalsey.com/spotify\nMailing list: http://www.iamhalsey.com/mailinglist\n\nDirector: Hannah Lux Davis & Halsey\nProducer: Brandon Bonfiglio & Targa Sahyoun\n\nMusic video by Halsey performing Alone. © 2018 Astralwerks\n\nhttp://vevo.ly/rwmO1X"
29485,KQRq9FZqNj0,18.18.04,"John Legend, BloodPop® - A Good Night ft. BloodPop®",johnlegendVEVO,10,2018-04-06T14:00:03.000Z,"A Good Night|""Columbia""|""John Legend x BloodPop®""|""R&B""",2328224,59432,1194,1868,https://i.ytimg.com/vi/KQRq9FZqNj0/default.jpg,False,False,False,John Legend's A Good Night (Official Video)\n\nCaptured entirely on Google Pixel 2\n\nGet the single: http://smarturl.it/AGoodNight?IQid=yt\n\nFollow John Legend:\nWebsite: http://www.johnlegend.com/\nFacebook: https://www.facebook.com/johnlegend\nTwitter: https://twitter.com/johnlegend\nInstagram: https://www.instagram.com/johnlegend/ \nSnapchat: https://www.snapchat.com/add/johnlegend\n\nFollow BloodPop®: \nWebsite - http://bloodpop.com \nSpotify - http://smarturl.it/BloodPop_Spotify \nFacebook - http://smarturl.it/BloodPop_Facebook \nTwitter - http://smarturl.it/BloodPop_Twitter \nInstagram - http://smarturl.it/BloodPop_Instagram \nSoundcloud - http://smarturl.it/BloodPop_Soundcloud\n\nDirector: Mishka Kornai\nProduction Company: Whitelist.tv\nExecutive Producers: Jerad Anderson & Seb Webber\nProducer: Ryan Huffman
29487,Bm8rz-llMhE,18.18.04,"Calvin Harris, Dua Lipa - One Kiss (Lyric Video)",CalvinHarrisVEVO,10,2018-04-06T04:00:00.000Z,"calvin harris|""calvin harris one kiss""|""calvin harris dua lipa one kiss""|""dua lipa one kiss""|""one kiss""|""one kiss lyrics""|""calvin harris one kiss lyrics""|""calvin harris dua lipa one kiss live""|""calvin harris dua lipa one kiss lyrics""|""dua lipa one kiss lyrics""|""dua lipa one kiss live""|""calvin harris feels""|""calvin harris summer""|""calvin harris nuh ready""|""calvin harris thinking about you""|""calvin harris my way""|""calvin harris feel so close""|""calvin""|""harris""",19431979,431025,12247,11087,https://i.ytimg.com/vi/Bm8rz-llMhE/default.jpg,False,False,False,Calvin Harris & Dua Lipa – One Kiss (Official Lyric Video)\nListen/download here: http://smarturl.it/one-kiss\n \nFollow Calvin Harris Radio (playlist): http://smarturl.it/CalvinHarrisRadio\nSubscribe to Calvin's channel: http://smarturl.it/CHVevo?IQid=YT\n \n--------------\n\nFollow Calvin online: \n\nhttp://calvinharris.com\nSnapchat: http://smarturl.it/CHSnapchat?IQid=YT\nInstagram: http://smarturl.it/CHInstagram?IQid=YT      \nFacebook: http://smarturl.it/CHFacebook?IQid=YT   \nTwitter: http://smarturl.it/CHTwitter?IQid=YT    \nSpotify: http://smarturl.it/CHSptfy?IQid=YT\nSubscribe here: https://goo.gl/EVtTwd
29519,J6R0X6NTnSw,18.18.04,Meghan Trainor - No Excuses (Dance Video),MeghanTrainorVEVO,10,2018-04-03T16:00:01.000Z,"meghan trainor|""no excuses""|""no excuses official video""|""all about that bass""|""like i'm gonna lose you""|""me too""|""no""|""dear future husband""|""better when i'm dancin'""|""fifth harmony""|""rixton""|""ariana grande""|""tori kelly""|""nick jonas""|""shawn mendes""|""selena gomez""|""Epic""|""Meghan Trainor""|""No Excuses""|""Pop""",5533799,129486,4492,4704,https://i.ytimg.com/vi/J6R0X6NTnSw/default.jpg,False,False,False,"No Excuses available at Spotify: http://smarturl.it/NoExcusesMT/spotify\niTunes: http://smarturl.it/NoExcusesMT/itunes\nAmazon: http://smarturl.it/NoExcusesMT/amazonmusicbuy\nApple Music: http://smarturl.it/NoExcusesMT/applemusic\nGoogle Play: http://smarturl.it/NoExcusesMT/googleplay\n\nMeghan Trainor online: \nhttps://twitter.com/Meghan_Trainor \nhttps://www.instagram.com/meghan_trainor \nhttps://www.facebook.com/meghantrainorsongs \nhttps://meghan-trainor.com\n\n(C) 2018 Epic Records, a division of Sony Music Entertainment\n\nhttp://vevo.ly/iMfyZE"
29523,DKPCBAlDw2A,18.18.04,The Chainsmokers - Everybody Hates Me,ChainsmokersVEVO,10,2018-04-02T14:00:04.000Z,"Dance|""Disruptor Records/Columbia""|""Everybody Hates Me""|""The Chainsmokers""",13919800,374647,11503,16997,https://i.ytimg.com/vi/DKPCBAlDw2A/default.jpg,False,False,False,The Chainsmokers - Everybody Hates Me\n \nEverybody Hates Me Out Now: http://smarturl.it/EverybodyHatesMe\n \nDirected by: Rory Kramer\n\nFollow The Chainsmokers: \nhttp://www.youtube.com/thechainsmokers \nhttp://www.twitter.com/thechainsmokers \nhttp://www.facebook.com/thechainsmokers \nhttp://www.instagram.com/thechainsmokers \nhttp://www.soundcloud.com/thechainsmo...
29540,BPmAxzEJpWA,18.18.04,Snoop Dogg - One More Day (feat. Charlie Wilson) ft. Charlie Wilson,SnoopDoggVEVO,10,2018-03-31T07:00:01.000Z,"All The Time Entertainment|""Gospel/Christian""|""One More Day (feat. Charlie Wilson)""|""Snoop Dogg feat. Charlie Wilson""",2679691,38869,2663,2098,https://i.ytimg.com/vi/BPmAxzEJpWA/default.jpg,False,False,False,Snoop Dogg- One More Day\n\nAvailable now:http://smarturl.it/BOLAM\nApple Music: http://smarturl.it/BOLAM\niTunes: http://smarturl.it/BOLI\nAmazon: http://smarturl.it/BOLAmazon\n\n\nConnect with Snoop Dogg\nFacebook:facebook.com/SnoopDogg\nTwitter:twitter.com/SnoopDogg\nInstagram:@SnoopDogg\nWebsite:http://www.snoopdogg.com
29545,VaGcPRMY5UM,18.18.04,"Tinashe - Me So Bad (Official Video) ft. Ty Dolla $ign, French Montana",TinasheOfficialVEVO,10,2018-03-30T04:00:02.000Z,"Me So Bad|""R&B""|""RCA Records Label""|""Tinashe feat. Ty Dolla $ign & French Montana""",6944619,157423,6075,6152,https://i.ytimg.com/vi/VaGcPRMY5UM/default.jpg,False,False,False,JOYRIDE OUT NOW!\n\nMulti-retailer: http://smarturl.it/joyride\n\nApple Music: http://smarturl.it/joyride/applemusic\niTunes: http://smarturl.it/joyride/itunes\nSpotify: http://smarturl.it/joyride/spotify\nGoogle Play: http://smarturl.it/joyride/googleplay\nAmazon Music: http://smarturl.it/joyride/az\nOfficial Store: http://smarturl.it/joyride/officialstore\nOfficial Videos: http://smarturl.it/joyride/youtube\n\nFollow Tinashe:\nhttp://www.facebook.com/OfficialTinashe\nhttp://twitter.com/Tinashe\nhttp://instagram.com/tinashenow\nhttp://www.tinashenow.com/
29546,ZcCp7488puc,18.18.04,Grace VanderWaal - Clearly,GraceVanderWaalVEVO,10,2018-03-30T14:00:03.000Z,"Clearly|""Grace VanderWaal""|""Pop""|""Syco Music/Columbia Records""",3506379,187060,2310,14272,https://i.ytimg.com/vi/ZcCp7488puc/default.jpg,False,False,False,Clearly by Grace VanderWaal is available everywhere now: http://smarturl.it/Clearly\n\nAmazon Music: http://smarturl.it/Clearly/Az\nApple Music: http://smarturl.it/Clearly/AppleMusic\nGoogle Play: http://smarturl.it/Clearly/GooglePlay\niTunes: http://smarturl.it/Clearly/iTunes\nSpotify: http://smarturl.it/Clearly/Spotify\n\nFollow Grace:\nhttp://gracevanderwaal.com\nhttp://facebook.com/GraceVanderWaalMusic\nhttp://instagram.com/gracevanderwaal\nhttp://twitter.com/GraceVanderWaal\nhttp://snapchat.com/add/gracevanderwaal\nhttp://youtube.com/OhNeverMindItsJustMe\n\nDirector: Brian Petchers\nProducer: Dave Gelb\nExecutive Producer: Evan Brown\nDirector of Photography: Dan Kennedy\nProduction Company: Dreambear\nBased on an original concept by Grace VanderWaal
29581,1Nu_oGucpDI,18.19.04,AURORA - Queendom (Official Audio),iamAURORAVEVO,10,2018-04-16T16:00:00.000Z,"AURORA|""Queendom""|""Decca""|""(UMO)""|""Pop""",520033,45419,555,4473,https://i.ytimg.com/vi/1Nu_oGucpDI/default.jpg,False,False,False,"Stream/Download Queendom: https://lnk.to/AQu1ID 🌊🌿\n\nQueendom is about celebrating all the differences in us. It’s about celebrating the women and the children and animals and the men also. The quiet ones and the introverts, where they can sing and be seen. It’s about the shy people and the lonely people and I hope it can be a place where we can come and be lonely together and then not be lonely anymore. Queendom is a place for all of us.\n\nGet started on The Seed: https://lnk.to/ATSFB1ID \n\nConnect with AURORA: \nInstagram - https://lnk.to/AIGID\nTwitter - https://lnk.to/AURTw1ID \nFacebook - https://lnk.to/AURFB1ID \n\nSpotify - https://spoti.fi/2vayo4b \nApple - https://apple.co/2GYPsQg \nDeezer - https://www.deezer.com/en/artist/7699874 \nAmazon - https://amzn.to/2qtVRsd \nPandora - https://pdora.co/2GVBM4f\n\nWebsite - http://www.aurora-music.com/ \nMailing list - https://lnk.to/ATSSU1ID"
29611,M4ZoCHID9GI,18.19.04,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,10,2018-04-12T16:00:04.000Z,"The|""Weeknd""|""Call""|""Out""|""My""|""Name""",21153134,739433,13742,36935,https://i.ytimg.com/vi/M4ZoCHID9GI/default.jpg,False,False,False,"Call Out My Name (Official Video)\nTaken from the album My Dear Melancholy,\nhttp://theweeknd.co/mdmYD \n\nConnect with The Weeknd:\nhttp://www.facebook.com/theweeknd \nhttp://instagram.com/theweeknd \nhttps://soundcloud.com/theweeknd \nhttps://twitter.com/TheWeeknd \nhttps://www.theweeknd.com \n\n\nDirected by Grant Singer\n\nPRODUCER – Saul Germaine\nEXECUTIVE PRODUCER – Nina Soriano\nFor Anonymous Content\n\nDIRECTOR OF PHOTOGRAPHY – Alexis Zabe\nPRODUCTION DESIGNER – Page Buckner\nEDITOR – Nate Gross for Exile Edit\nCOLORIST – Simon Bourne for Framestore\nVFX – The Mill \nVFX SUPERVISOR – David Lawson\nVFX CREATIVE DIRECTOR – Becky Porter\n2D LEAD ARTIST – Jason Bergman\n3D LEAD ARTIST – David Lawson\nAUDIO MIXER – Adam Primack for Lime Studios\n\nMusic video by The Weeknd performing Call Out My Name. © 2018 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.\n\nhttp://vevo.ly/wvSjbc"
29619,J-dv_DcDD_A,18.19.04,ZAYN - Let Me (Official Video),ZaynVEVO,10,2018-04-12T12:00:04.000Z,"Let Me|""Pop""|""RCA Records Label""|""ZAYN""",25394405,1099936,25975,81253,https://i.ytimg.com/vi/J-dv_DcDD_A/default.jpg,False,False,False,ZAYN’s brand new song “Let Me” \nGet it on Apple Music: http://smarturl.it/ZlZmZ/applemusic?iQid=yt\nStream/Add on Spotify: http://smarturl.it/ZlZmZ/spotify?iQid=yt\nDownload on iTunes: http://smarturl.it/ZlZmZ/itunes?iQid=yt\nAmazon Music: http://smarturl.it/ZlZmZ/az?iQid=yt\nGoogle Play: http://smarturl.it/ZlZmZ/googleplay?iQid=yt\nStream on Deezer: http://smarturl.it/ZlZmZ/deezer?iQid=yt\n \nZAYN's debut album 'Mind Of Mine'\nGet it on Apple Music: http://smarturl.it/MindOfMine?IQid=yt\nTarget Deluxe with 2 Bonus Tracks: http://smarturl.it/MindOfMineTarget?iQid=yt\nStream/Add on Spotify: http://smarturl.it/MindOfMineSp?IQid=yt\nAmazon Music: http://smarturl.it/MindOfMineAMZ?IQid=yt\nGoogle Play: http://smarturl.it/MindOfMineGP?IQid=yt\nStream on Deezer: http://smarturl.it/MoMdeezer?IQid=yt\n \nExclusive vinyl: http://smarturl.it/MindOfMineD2C?IQid=yt\n \nStream the official music videos from ‘Mind of Mine’:\nhttp://smarturl.it/ZMOMVs\n \nFollow ZAYN:\nhttp://www.facebook.com/ZAYN\nhttps://twitter.com/zaynmalik\nhttp://www.instagram.com/ZAYN\nSnapchat: @ZAYN\nhttp://smarturl.it/ZAYNSpotify\nhttp://www.inZAYN.com\n \nBest of ZAYN:\nhttp://smarturl.it/BoZPlaylist\n \nSubscribe for more:\nhttp://smarturl.it/ZSubscribeV
29627,R1TSiB9OuVM,18.19.04,Florence + The Machine - Sky Full Of Song,FlorenceMachineVEVO,10,2018-04-12T15:47:04.000Z,"Florence|""The""|""Machine""|""Sky""|""Full""|""Of""|""Song""|""Virgin""|""EMI""|""Alternative""",1837776,73000,948,3461,https://i.ytimg.com/vi/R1TSiB9OuVM/default.jpg,False,False,False,Sky Full of Song\nDirected by AG Rojas\n \nAvailable here:\nhttps://FlorenceMachine.lnk.to/SkyFullOfSong\n \nJoin Florence online:\nhttps://www.facebook.com/florenceandthemachine\nhttp://www.twitter.com/flo_tweet\nhttp://www.instagram.com/Florence\n \nFollow Florence on Spotify:\nhttp://po.st/FlorenceSpotify\n \nSign up for updates:\nhttp://www.florenceandthemachine.net\n\nhttp://vevo.ly/BaDkwI
29678,U9BwWKXjVaI,18.19.04,Drake - Nice For What,DrakeVEVO,10,2018-04-07T02:46:31.000Z,"Drake|""Nice""|""For""|""What""|""Young""|""Money""|""Hip""|""Hop""",36908726,792999,22727,48923,https://i.ytimg.com/vi/U9BwWKXjVaI/default.jpg,False,False,False,Music video by Drake performing Nice For What. © 2018 Young Money/Cash Money Records
29692,ZEkImgh--PE,18.19.04,"Halsey - Alone ft. Big Sean, Stefflon Don",HalseyVEVO,10,2018-04-06T13:00:03.000Z,"Halsey|""Alone""|""hopeless fountain kingdom""|""hfk""|""astralwerks""|""music video""|""official video""|""halsy""|""Stefflon Don""|""Big Sean""|""Stefflondon""|""rap""|""rapper""|""download""|""mp3""|""dying to meet me""|""I can just tell you this""|""halsey single""|""halsey song""|""halsey radio hit""|""Hannah Lux Davis""|""Brandon Bonfiglio""",9317151,270164,8494,10592,https://i.ytimg.com/vi/ZEkImgh--PE/default.jpg,False,False,False,"Alone available now: http://www.iamhalsey.com/alone\n\nlisten to Alone on Apple Music: http://www.iamhalsey.com/insidemyheadapple\nlisten to Alone” on Spotify: http://www.iamhalsey.com/insidemyhead\norder deluxe box set, limited edition vinyl & more in the official store: http://www.iamhalsey.com/store\norder album on iTunes: http://www.iamhalsey.com/hfkitunes\nsave hopeless fountain kingdom on Spotify: http://www.iamhalsey.com/hfkpresave\nsave Alone on Spotify: https://halsey.lnk.to/savealone\norder deluxe edition CD on Target.com: http://www.iamhalsey.com/hfktarget \norder Urban Outfitters exclusive red-splattered clear vinyl: http://www.iamhalsey.com/hfkuovinyl\nlisten to Halsey Essentials on Apple Music: https://halsey.lnk.to/appleessentials\n\nFollow Halsey\nhttp://iamhalsey.com\nhttp://twitter.com/halsey\nhttps://www.facebook.com/HalseyMusic\nhttp://instagram.com/iamhalsey\nSpotify: http://www.iamhalsey.com/spotify\nMailing list: http://www.iamhalsey.com/mailinglist\n\nDirector: Hannah Lux Davis & Halsey\nProducer: Brandon Bonfiglio & Targa Sahyoun\n\nMusic video by Halsey performing Alone. © 2018 Astralwerks\n\nhttp://vevo.ly/rwmO1X"
